Last Name,First Name,Country,Date of birth,Date of birth.1,Date of birth.2,Course type,location,Gender,Swim,distance(m),25m,50m,100m
"ABESADZE, David",,GEO,,,2002,long,European Junior Championship 2021,,freestyle,100,,24.8,52.03
"LOMERO ARENAS, Bernat",,AND,,,1997,long,European Junior Championship 2021,,freestyle,100,,24.89,52.07
"LOMERO ARENAS, Tomas",,AND,,,2001,long,European Junior Championship 2021,,freestyle,100,,25.42,52.58
"RADULOVIC, Bosko",,MNE,,,1996,long,European Junior Championship 2021,,freestyle,100,,25.3,52.95
"GARGOVIC, Ado",,MNE,,,1998,long,European Junior Championship 2021,,freestyle,100,,25.38,53.56
"TSHAGHARYAN, Eduard",,ARM,,,2001,long,European Junior Championship 2021,,freestyle,100,,25.66,54.26
"PRISKA, Paolo",,ALB,,,2004,long,European Junior Championship 2021,,freestyle,100,,26.05,54.68
"MAMIKONYAN, Vladimir",,ARM,,,1996,long,European Junior Championship 2021,,freestyle,100,,25.23,54.68
"BYTYQI, Vigan",,KOS,,,2004,long,European Junior Championship 2021,,freestyle,100,,26.19,54.79
"CHIABAUT, Theo",,MON,,,1999,long,European Junior Championship 2021,,freestyle,100,,25.61,54.96
"KONDIROLLI, Olt",,KOS,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.3,55.13
"FALOPPA, Ethan",,MON,,,2005,long,European Junior Championship 2021,,freestyle,100,,25.81,55.17
"UKIMERAJ, Dren",,KOS,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.95,57.09
"MIRESSI, Alessandro",,ITA,,,1998,long,European Junior Championship 2021,,freestyle,100,,22.95,47.74
"MINAKOV, Andrei",,RUS,,,2002,long,European Junior Championship 2021,,freestyle,100,,23.18,48.18
"MITYUKOV, Roman",,SUI,,,2000,long,European Junior Championship 2021,,freestyle,100,,23.39,48.2
"DEAN, Thomas",,GBR,,,2000,long,European Junior Championship 2021,,freestyle,100,,23.43,48.32
"CHRISTOU, Apostolos",,GRE,,,1996,long,European Junior Championship 2021,,freestyle,100,,23.12,48.39
"NEMETH, Nandor",,HUN,,,1999,long,European Junior Championship 2021,,freestyle,100,,22.92,48.41
"STJEPANOVIC, Velimir",,SRB,,,1993,long,European Junior Championship 2021,,freestyle,100,,23.41,48.72
"KORSTANJE, Nyls",,NED,,,1999,long,European Junior Championship 2021,,freestyle,100,,23.18,48.86
"MIRESSI, Alessandro",,ITA,,,1998,long,European Junior Championship 2021,,freestyle,100,,23.09,47.95
"MITYUKOV, Roman",,SUI,,,2000,long,European Junior Championship 2021,,freestyle,100,,23.31,48.21
"CHRISTOU, Apostolos",,GRE,,,1996,long,European Junior Championship 2021,,freestyle,100,,23.33,48.65
"KORSTANJE, Nyls",,NED,,,1999,long,European Junior Championship 2021,,freestyle,100,,22.89,48.88
"HANSON, Robin",,SWE,,,2001,long,European Junior Championship 2021,,freestyle,100,,23.16,48.93
"ZHILKIN, Andrey",,RUS,,,1995,long,European Junior Championship 2021,,freestyle,100,,23.48,48.93
"RICHARDS, Matthew",,GBR,,,2002,long,European Junior Championship 2021,,freestyle,100,,23.77,49.12
"MC MILLAN, Jack",,IRL,,,2000,long,European Junior Championship 2021,,freestyle,100,,23.95,49.12
"STJEPANOVIC, Velimir",,SRB,,,1993,long,European Junior Championship 2021,,freestyle,100,,23.57,49.25
"CZERNIAK, Konrad",,POL,,,1989,long,European Junior Championship 2021,,freestyle,100,,23.13,49.3
"KOZMA, Dominik",,HUN,,,1991,long,European Junior Championship 2021,,freestyle,100,,23.64,49.49
"MARCOURT, Alexandre",,BEL,,,1999,long,European Junior Championship 2021,,freestyle,100,,23.73,49.58
"NASCIMENTO, Miguel Duarte",,POR,,,1995,long,European Junior Championship 2021,,freestyle,100,,23.56,49.66
"NESTERKIN, Valentyn",,UKR,,,2001,long,European Junior Championship 2021,,freestyle,100,,23.98,49.79
"FRANKEL, Tomer",,ISR,,,2000,long,European Junior Championship 2021,,freestyle,100,,23.67,49.85
"LIE, Markus",,NOR,,,1995,long,European Junior Championship 2021,,freestyle,100,,23.81,50.06
"ACIMIS, Yalim",,TUR,,,1994,long,European Junior Championship 2021,,freestyle,100,,23.71,50.07
"MARGEVICIUS, Deividas",,LTU,,,1995,long,European Junior Championship 2021,,freestyle,100,,23.91,50.35
"MANNES, Max",,LUX,,,1997,long,European Junior Championship 2021,,freestyle,100,,24.61,50.98
"HALAS, Adam",,SVK,,,1998,long,European Junior Championship 2021,,freestyle,100,,25,51.76
"KONDIROLLI, Olt",,KOS,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.95,55.84
"HEEMSKERK, Femke",,NED,,,1987,long,European Junior Championship 2021,,freestyle,100,,25.67,53.05
"WATTEL, Marie",,FRA,,,1997,long,European Junior Championship 2021,,freestyle,100,,25.98,53.32
"HOPKIN, Anna",,GBR,,,1996,long,European Junior Championship 2021,,freestyle,100,,25.56,53.43
"KROMOWIDJOJO, Ranomi",,NED,,,1990,long,European Junior Championship 2021,,freestyle,100,,25.75,53.44
"ANDERSON, Freya",,GBR,,,2001,long,European Junior Championship 2021,,freestyle,100,,25.83,53.56
"BRO, Signe",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.14,53.69
"SEEMANOVA, Barbora",,CZE,,,2000,long,European Junior Championship 2021,,freestyle,100,,25.72,53.74
"COLEMAN, Michelle",,SWE,,,1993,long,European Junior Championship 2021,,freestyle,100,,25.89,54.15
"WATTEL, Marie",,FRA,,,1997,long,European Junior Championship 2021,,freestyle,100,,25.86,53.34
"HEEMSKERK, Femke",,NED,,,1987,long,European Junior Championship 2021,,freestyle,100,,25.79,53.49
"KROMOWIDJOJO, Ranomi",,NED,,,1990,long,European Junior Championship 2021,,freestyle,100,,25.94,53.59
"SEEMANOVA, Barbora",,CZE,,,2000,long,European Junior Championship 2021,,freestyle,100,,25.92,53.68
"BRO, Signe",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.14,53.7
"HOPKIN, Anna",,GBR,,,1996,long,European Junior Championship 2021,,freestyle,100,,25.75,53.74
"ANDERSON, Freya",,GBR,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.15,53.93
"COLEMAN, Michelle",,SWE,,,1993,long,European Junior Championship 2021,,freestyle,100,,25.86,54.12
"MUREZ, Andrea",,ISR,,,1992,long,European Junior Championship 2021,,freestyle,100,,26.04,54.18
"KLANCAR, Neza",,SLO,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.24,54.47
"WASICK, Katarzyna",,POL,,,1992,long,European Junior Championship 2021,,freestyle,100,,26.14,54.47
"MUNOZ DEL CAMPO, Lidon",,ESP,,,1995,long,European Junior Championship 2021,,freestyle,100,,26.2,54.76
"SURKOVA, Arina",,RUS,,,1998,long,European Junior Championship 2021,,freestyle,100,,26.21,54.86
"DI PIETRO, Silvia",,ITA,,,1993,long,European Junior Championship 2021,,freestyle,100,,26.24,54.87
"GYURINOVICS, Fanni",,HUN,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.45,55.04
"TEIJONSALO, Fanny",,FIN,,,1996,long,European Junior Championship 2021,,freestyle,100,,26.14,55.11
"HEEMSKERK, Femke",,NED,,,1987,long,European Junior Championship 2021,,freestyle,100,,26.14,53.84
"HOPKIN, Anna",,GBR,,,1996,long,European Junior Championship 2021,,freestyle,100,,25.78,53.94
"KROMOWIDJOJO, Ranomi",,NED,,,1990,long,European Junior Championship 2021,,freestyle,100,,25.89,54.04
"WATTEL, Marie",,FRA,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.22,54.07
"MUREZ, Andrea",,ISR,,,1992,long,European Junior Championship 2021,,freestyle,100,,26.15,54.19
"ANDERSON, Freya",,GBR,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.19,54.25
"SEEMANOVA, Barbora",,CZE,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.19,54.26
"WASICK, Katarzyna",,POL,,,1992,long,European Junior Championship 2021,,freestyle,100,,25.98,54.31
"BRO, Signe",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.05,54.31
"HOPE, Lucy",,GBR,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.16,54.33
"COLEMAN, Michelle",,SWE,,,1993,long,European Junior Championship 2021,,freestyle,100,,26.3,54.41
"KLANCAR, Neza",,SLO,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.27,54.54
"KAMENEVA, Maria",,RUS,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.56,54.6
"BUSCH, Kim",,NED,,,1998,long,European Junior Championship 2021,,freestyle,100,,26.1,54.62
"MUNOZ DEL CAMPO, Lidon",,ESP,,,1995,long,European Junior Championship 2021,,freestyle,100,,26.46,54.67
"TEIJONSALO, Fanny",,FIN,,,1996,long,European Junior Championship 2021,,freestyle,100,,26.33,54.72
"DI PIETRO, Silvia",,ITA,,,1993,long,European Junior Championship 2021,,freestyle,100,,26.48,54.75
"GYURINOVICS, Fanni",,HUN,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.65,55.04
"SURKOVA, Arina",,RUS,,,1998,long,European Junior Championship 2021,,freestyle,100,,26.8,55.19
"SEGEL, Janja",,SLO,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.51,55.2
"KOST, Nina",,SUI,,,1995,long,European Junior Championship 2021,,freestyle,100,,26.39,55.22
"TARANTINO, Chiara",,ITA,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.63,55.24
"DUMONT, Valentine",,BEL,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.02,55.35
"DAVIS, Evelyn",,GBR,,,2004,long,European Junior Championship 2021,,freestyle,100,,26.88,55.38
"MEYNEN, Julie-Marie",,LUX,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.77,55.46
"OZBILEN, Selen",,TUR,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.87,55.49
"SENANSZKY, Petra",,HUN,,,1994,long,European Junior Championship 2021,,freestyle,100,,26.61,55.51
"FIEDKIEWICZ, Kornelia",,POL,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.73,55.55
"ANTONIOU, Kalia",,CYP,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.73,55.56
"JENSEN, Julie Kepp",,DEN,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.59,55.66
"STANISAVLJEVIC, Nina",,SRB,,,2004,long,European Junior Championship 2021,,freestyle,100,,26.5,55.69
"PAMMER, Cornelia",,AUT,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.89,55.74
"COCCONCELLI, Costanza",,ITA,,,2002,long,European Junior Championship 2021,,freestyle,100,,27.14,55.78
"JANICKOVA, Barbora",,CZE,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.92,55.8
"GOLD, Aleksa",,EST,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.99,55.87
"KOSSAKOWSKA, Dominika",,POL,,,2001,long,European Junior Championship 2021,,freestyle,100,,27.18,55.87
"KOLAROVA, Anna",,CZE,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.64,55.9
"PINTAR, Tjasa",,SLO,,,1997,long,European Junior Championship 2021,,freestyle,100,,27.21,55.91
"FELSNER, Jessica",,GER,,,1995,long,European Junior Championship 2021,,freestyle,100,,27.3,56.01
"STEIGER, Jessica",,GER,,,1992,long,European Junior Championship 2021,,freestyle,100,,26.56,56.06
"MALUKA, Ieva",,LAT,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.77,56.11
"SHKURDAI, Anastasiya",,BLR,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.95,56.18
"MROZINSKI, Julia",,GER,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.88,56.23
"RICHTER, Leoni",,SUI,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.24,56.24
"KARAKOUSKAYA, Nastassia",,BLR,,,1996,long,European Junior Championship 2021,,freestyle,100,,27.21,56.32
"GIRARDET, Noemi",,SUI,,,1994,long,European Junior Championship 2021,,freestyle,100,,27.28,56.35
"THORMALM, Alma",,SWE,,,1996,long,European Junior Championship 2021,,freestyle,100,,27.06,56.38
"GANTRIIS, Emily",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.68,56.38
"JUNEVIK, Sara",,SWE,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.25,56.41
"CAKICI, Ilknur Nihan",,TUR,,,1996,long,European Junior Championship 2021,,freestyle,100,,27.43,56.47
"POPOVIC, Tanja",,SRB,,,2004,long,European Junior Championship 2021,,freestyle,100,,27.38,56.6
"JORUNNARDOTTIR, Snaefridu",,ISL,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.35,56.63
"CIBULKOVA, Martina",,SVK,,,2003,long,European Junior Championship 2021,,freestyle,100,,27.59,56.88
"IVAN, Teresa",,SVK,,,2003,long,European Junior Championship 2021,,freestyle,100,,27.01,56.89
"RIPKOVA, Zora",,SVK,,,2002,long,European Junior Championship 2021,,freestyle,100,,27.77,57.06
"NIKITINA, Gabriela",,LAT,,,1994,long,European Junior Championship 2021,,freestyle,100,,27.24,57.09
"TOURETSKI, Sasha",,SUI,,,1994,long,European Junior Championship 2021,,freestyle,100,,27.16,57.28
"GUDMUNDSDOTTIR, Johanna Elin",,ISL,,,2001,long,European Junior Championship 2021,,freestyle,100,,27.62,57.35
"SHIKLER, Zohar",,ISR,,,1997,long,European Junior Championship 2021,,freestyle,100,,27.1,57.38
"EMINOVA BLAZEVSKA, Mia",,MKD,,,2005,long,European Junior Championship 2021,,freestyle,100,,27.69,57.85
"AZZOPARDI, Mya",,MLT,,,2002,long,European Junior Championship 2021,,freestyle,100,,28.12,58.27
"MANUCHARYAN, Varsenik",,ARM,,,2003,long,European Junior Championship 2021,,freestyle,100,,28.6,59
"RAMIREZ ABELLA, Monica",,AND,,,1993,long,European Junior Championship 2021,,freestyle,100,,28.91,59.94
"VEDEHHOVA, Alina",,EST,,,1999,long,European Junior Championship 2021,,freestyle,100,,29.11,01:00.3
"POGHOSYAN, Ani",,ARM,,,2000,long,European Junior Championship 2021,,freestyle,100,,28.98,01:00.4
"ROCK, Katie",,ALB,,,2003,long,European Junior Championship 2021,,freestyle,100,,29.87,01:01.4
"ZEQIRI, Eda",,KOS,,,2004,long,European Junior Championship 2021,,freestyle,100,,28.87,01:01.7
"BUDIMA, Era",,KOS,,,2007,long,European Junior Championship 2021,,freestyle,100,,30.95,01:05.5
"MACULA, Jona",,KOS,,,2004,long,European Junior Championship 2021,,freestyle,100,,31.67,01:06.7
"KROMOWIDJOJO, Ranomi",,NED,,,1990,long,European Junior Championship 2021,,freestyle,100,,25.96,53.56
"BRO, Signe",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.07,53.73
"HOPE, Lucy",,GBR,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.11,53.89
"WATTEL, Marie",,FRA,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.1,53.97
"COLEMAN, Michelle",,SWE,,,1993,long,European Junior Championship 2021,,freestyle,100,,25.99,54.34
"KLANCAR, Neza",,SLO,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.34,54.82
"DI PIETRO, Silvia",,ITA,,,1993,long,European Junior Championship 2021,,freestyle,100,,26.59,55.11
"GYURINOVICS, Fanni",,HUN,,,2001,long,European Junior Championship 2021,,freestyle,100,,26.46,55.19
"BONNET, Charlotte",,FRA,,,1995,long,European Junior Championship 2021,,freestyle,100,,25.77,53.93
"BRO, Signe",,DEN,,,1999,long,European Junior Championship 2021,,freestyle,100,,26.05,54.01
"MUREZ, Andrea",,ISR,,,1992,long,European Junior Championship 2021,,freestyle,100,,26.21,54.18
"HOPE, Lucy",,GBR,,,1997,long,European Junior Championship 2021,,freestyle,100,,26.14,54.37
"KLANCAR, Neza",,SLO,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.39,54.49
"BUSCH, Kim",,NED,,,1998,long,European Junior Championship 2021,,freestyle,100,,26.19,54.59
"COLEMAN, Michelle",,SWE,,,1993,long,European Junior Championship 2021,,freestyle,100,,26.61,54.59
"UGOLKOVA, Maria",,SUI,,,1989,long,European Junior Championship 2021,,freestyle,100,,26.82,55.53
"VERRASZTO, Evelyn",,HUN,,,1989,long,European Junior Championship 2021,,freestyle,100,,27.06,55.81
"TARANTINO, Chiara",,ITA,,,2003,long,European Junior Championship 2021,,freestyle,100,,27,55.95
"MC SHARRY, Mona",,IRL,,,2000,long,European Junior Championship 2021,,freestyle,100,,26.7,55.95
"POLANSKA, Aleksandra",,POL,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.14,56.02
"OZBILEN, Selen",,TUR,,,2001,long,European Junior Championship 2021,,freestyle,100,,27.22,56.08
"MALUKA, Ieva",,LAT,,,2003,long,European Junior Championship 2021,,freestyle,100,,26.94,56.12
"BENKOVA, Laura",,SVK,,,2000,long,European Junior Championship 2021,,freestyle,100,,27.91,58.16
"MACULA, Jona",,KOS,,,2004,long,European Junior Championship 2021,,freestyle,100,,32.16,01:07.8
"POPOVICI, David",,ROU,,,2004,long,,,freestyle,100,,22.97,47.3
"MILDRED, Edward",,GBR,,,2003,long,,,freestyle,100,,23.75,48.77
"CHOWANIEC, Mateusz",,POL,,,2003,long,,,freestyle,100,,23.6,49.37
"REZNICHENKO, Vladislav",,RUS,,,2003,long,,,freestyle,100,,24.03,49.4
"RIBEIRO, Diogo Matos",,POR,,,2004,long,,,freestyle,100,,23.6,49.52
"DALEIDEN, Ralph",,LUX,,,2003,long,,,freestyle,100,,24,50.08
"DALLA COSTA, Davide",,ITA,,,2003,long,,,freestyle,100,,23.77,50.26
"NAVIKONIS, Tomas",,LTU,,,2003,long,,,freestyle,100,,24.23,50.27
"POPOVICI, David",,ROU,,,2004,long,,,freestyle,100,,23.32,48.08
"RIBEIRO, Diogo Matos",,POR,,,2004,long,,,freestyle,100,,23.52,49.34
"MILDRED, Edward",,GBR,,,2003,long,,,freestyle,100,,24.21,49.36
"CHOWANIEC, Mateusz",,POL,,,2003,long,,,freestyle,100,,23.88,49.46
"REZNICHENKO, Vladislav",,RUS,,,2003,long,,,freestyle,100,,24.46,49.82
"DALEIDEN, Ralph",,LUX,,,2003,long,,,freestyle,100,,23.9,49.97
"DALLA COSTA, Davide",,ITA,,,2003,long,,,freestyle,100,,23.89,49.99
"NAVIKONIS, Tomas",,LTU,,,2003,long,,,freestyle,100,,24.13,50.03
"KOSENKOV, Daniil",,RUS,,,2004,long,,,freestyle,100,,24.34,50.05
"DOMINGUEZ CALONGE, Luis",,ESP,,,2003,long,,,freestyle,100,,23.95,50.07
"SURKOVIC, Mario",,CRO,,,2003,long,,,freestyle,100,,24.2,50.22
"OPPIOLI, Matteo",,ITA,,,2003,long,,,freestyle,100,,24.22,50.25
"ANTONIOU, Nikolas",,CYP,,,2004,long,,,freestyle,100,,24.31,50.27
"YEBOAH, Robin",,SUI,,,2003,long,,,freestyle,100,,24.06,50.42
"SORGIUS, Timo",,GER,,,2003,long,,,freestyle,100,,24.36,50.92
"KOLESNYKOV, Mykyta",,UKR,,,2004,long,,,freestyle,100,,24.7,51.44
"POPOVICI, David",,ROU,,,2004,long,,,freestyle,100,,23.89,49.5
"MILDRED, Edward",,GBR,,,2003,long,,,freestyle,100,,24.48,49.95
"CHOWANIEC, Mateusz",,POL,,,2003,long,,,freestyle,100,,24.37,50.02
"DALEIDEN, Ralph",,LUX,,,2003,long,,,freestyle,100,,24.05,50.03
"RIBEIRO, Diogo Matos",,POR,,,2004,long,,,freestyle,100,,24.02,50.1
"REZNICHENKO, Vladislav",,RUS,,,2003,long,,,freestyle,100,,24.47,50.14
"ANTONIOU, Nikolas",,CYP,,,2004,long,,,freestyle,100,,24.15,50.14
"KOSENKOV, Daniil",,RUS,,,2004,long,,,freestyle,100,,24.45,50.22
"OPPIOLI, Matteo",,ITA,,,2003,long,,,freestyle,100,,24.33,50.37
"DOMINGUEZ CALONGE, Luis",,ESP,,,2003,long,,,freestyle,100,,24.26,50.44
"SURKOVIC, Mario",,CRO,,,2003,long,,,freestyle,100,,24.64,50.51
"NAVIKONIS, Tomas",,LTU,,,2003,long,,,freestyle,100,,24.42,50.66
"SORGIUS, Timo",,GER,,,2003,long,,,freestyle,100,,24.53,50.68
"DALLA COSTA, Davide",,ITA,,,2003,long,,,freestyle,100,,24.37,50.94
"KOLESNYKOV, Mykyta",,UKR,,,2004,long,,,freestyle,100,,24.64,50.98
"LEVCHENKO, Oleg",,RUS,,,2003,long,,,freestyle,100,,24.03,51.03
"YEBOAH, Robin",,SUI,,,2003,long,,,freestyle,100,,24.35,51.05
"EIDAM, Ole Mats",,GER,,,2003,long,,,freestyle,100,,24.39,51.07
"NAZPOV, Renal",,RUS,,,2003,long,,,freestyle,100,,24.85,51.09
"NELL, Oliver",,HUN,,,2003,long,,,freestyle,100,,24.52,51.14
"NANKOV, Deniel",,BUL,,,2003,long,,,freestyle,100,,24.9,51.22
"HRIBAR, Jere",,CRO,,,2004,long,,,freestyle,100,,24.13,51.22
"KORSTANJE, Tim",,NED,,,2003,long,,,freestyle,100,,24.62,51.24
"GICZI, Matyas Zsolt",,HUN,,,2003,long,,,freestyle,100,,24.11,51.25
"CONGIA, Samuele",,ITA,,,2003,long,,,freestyle,100,,24.52,51.28
"HEPHOSCAN, Uygar",,TUR,,,2003,long,,,freestyle,100,,24.79,51.29
"ATMAR, Benjamin",,GER,,,2003,long,,,freestyle,100,,24.36,51.32
"IVCHENKO, Vadym",,UKR,,,2004,long,,,freestyle,100,,24.48,51.36
"MATUSZEWSKI, Krzysztof",,POL,,,2004,long,,,freestyle,100,,24.63,51.38
"ZURAWEL, Nazar",,POL,,,2003,long,,,freestyle,100,,24.81,51.41
"PATRICK SEBASTIAN, Dinu",,ROU,,,2005,long,,,freestyle,100,,24.74,51.45
"RUSCH, Quirin",,SUI,,,2003,long,,,freestyle,100,,25,51.47
"SERIO, Luca",,ITA,,,2003,long,,,freestyle,100,,24.19,51.47
"MEEUS, Elias",,BEL,,,2003,long,,,freestyle,100,,24.49,51.51
"TSCHAJKOV, Valentin",,HUN,,,2004,long,,,freestyle,100,,24.74,51.53
"BAKER, Henry",,GBR,,,2003,long,,,freestyle,100,,24.65,51.56
"MITSIN, Petar",,BUL,,,2005,long,,,freestyle,100,,24.61,51.6
"APOSTOLAKOS, Konstantinos",,GRE,,,2003,long,,,freestyle,100,,24.89,51.63
"CHATEIGNER, Benjamin",,FRA,,,2004,long,,,freestyle,100,,24.67,51.76
"GERGELY, Mihai",,ROU,,,2003,long,,,freestyle,100,,24.72,51.76
"STANISLAVENKO, Daniil",,UKR,,,2003,long,,,freestyle,100,,24.76,51.85
"SERDAREVIC, Lovro",,CRO,,,2003,long,,,freestyle,100,,24.65,51.85
"PESIC, Bratislav",,SRB,,,2003,long,,,freestyle,100,,24.13,51.86
"PUSNIK, Jaka",,SLO,,,2003,long,,,freestyle,100,,24.95,51.86
"COZMA, Stefan",,ROU,,,2005,long,,,freestyle,100,,25.3,51.89
"BUEVICH, Ivan",,BLR,,,2004,long,,,freestyle,100,,24.62,51.94
"EKSIOGLU, Yigit",,TUR,,,2004,long,,,freestyle,100,,24.74,52
"MAGDA, Boldizsar",,HUN,,,2005,long,,,freestyle,100,,24.95,52.01
"LIHHATS, Erik",,EST,,,2003,long,,,freestyle,100,,24.52,52.02
"LEUPOLD, Aaron",,GER,,,2005,long,,,freestyle,100,,25.05,52.14
"CHRYSOMALLIS, Marios-Panagiotis",,GRE,,,2004,long,,,freestyle,100,,24.78,52.14
"JANKOVIC, Niko",,CRO,,,2004,long,,,freestyle,100,,25.46,52.34
"STATKEVICIUS, Simon E",,ISL,,,2003,long,,,freestyle,100,,24.85,52.4
"KARTAVI, Martin",,ISR,,,2004,long,,,freestyle,100,,25.25,52.42
"CHTAINI, Dominic",,SUI,,,2004,long,,,freestyle,100,,25.37,52.46
"VAINIO, Luukas",,FIN,,,2003,long,,,freestyle,100,,25.27,52.49
"TUMANOFF, Lari",,FIN,,,2003,long,,,freestyle,100,,25.24,52.56
"HACISALIHOGLU, Efe",,TUR,,,2003,long,,,freestyle,100,,24.86,52.58
"HORVATH, Mark",,AUT,,,2004,long,,,freestyle,100,,25.31,52.61
"FOLTAN, Patrik",,SVK,,,2004,long,,,freestyle,100,,25.16,52.64
"TSYRYNOVICH, Aliaksandr",,BLR,,,2003,long,,,freestyle,100,,25.06,52.64
"WICKIHALTER, Dario",,SUI,,,2003,long,,,freestyle,100,,24.96,52.66
"FYKATAS, Georgios",,GRE,,,2004,long,,,freestyle,100,,25.76,52.71
"FILIZ, Batuhan",,TUR,,,2004,long,,,freestyle,100,,25.59,52.76
"FALK, Erik",,SWE,,,2003,long,,,freestyle,100,,25.16,52.78
"JAZDAUSKAS, Rokas",,LTU,,,2005,long,,,freestyle,100,,25.5,52.86
"DROZDOV, Daniil",,EST,,,2004,long,,,freestyle,100,,24.86,53.01
"HAIMI, Lassi",,FIN,,,2003,long,,,freestyle,100,,25.56,53.07
"EIDESGAARD, Bartal Erlingsson",,FAR,,,2003,long,,,freestyle,100,,25.62,53.07
"ALOVATKI, Pavel",,MDA,,,2003,long,,,freestyle,100,,25.24,53.14
"VUCIC, David",,BIH,,,2004,long,,,freestyle,100,,25.38,53.17
"CERESKA, Arnas",,LTU,,,2004,long,,,freestyle,100,,25.48,53.25
"MIKELSONS, Kristaps",,LAT,,,2004,long,,,freestyle,100,,25.67,53.32
"ELEZI, Dalvi",,ALB,,,2003,long,,,freestyle,100,,25.67,53.43
"SHENGELIA, Mamuka",,GEO,,,2003,long,,,freestyle,100,,25.21,53.55
"SULLIVAN, Luke",,MLT,,,2003,long,,,freestyle,100,,25.68,53.6
"TSURIASHVILI, Luka",,GEO,,,2003,long,,,freestyle,100,,26.17,53.77
"LEVI, Evyatar Haim",,ISR,,,2003,long,,,freestyle,100,,25.44,53.83
"FERRIZ VALLEJO, Aleix",,AND,,,2003,long,,,freestyle,100,,25.66,53.85
"REBOSIO, Alessandro",,SMR,,,2004,long,,,freestyle,100,,26.04,54.15
"LIVADIC, Arman",,BIH,,,2003,long,,,freestyle,100,,25.9,54.21
"TEIXEIRA PEREIRA, Kevin",,AND,,,2005,long,,,freestyle,100,,26.24,55.26
"BYTYQI, Vigan",,KOS,,,2004,long,,,freestyle,100,,26.64,55.3
"KONDIROLLI, Olt",,KOS,,,2003,long,,,freestyle,100,,26.72,55.5
"FALOPPA, Ethan",,MON,,,2005,long,,,freestyle,100,,26.64,55.58
"LECOQ VILLAVERDE, Yann",,AND,,,2003,long,,,freestyle,100,,26.94,55.97
"LEKIC, Jovan",,BIH,,,2003,long,,,freestyle,100,,27.25,56.68
"VOGLI, Frenki",,ALB,,,2003,long,,,freestyle,100,,27.46,58.08
"POPOVICI, David",,ROU,,,2004,long,,,freestyle,100,,23.07,47.56
"DALLA COSTA, Davide",,ITA,,,2003,long,,,freestyle,100,,24.02,50.07
"MASIUK, Ksawery",,POL,,,2004,long,,,freestyle,100,,23.91,50.09
"KOSENKOV, Daniil",,RUS,,,2004,long,,,freestyle,100,,24.29,50.09
"SORGIUS, Timo",,GER,,,2003,long,,,freestyle,100,,24.39,50.54
"HRIBAR, Jere",,CRO,,,2004,long,,,freestyle,100,,24.12,51
"NANKOV, Deniel",,BUL,,,2003,long,,,freestyle,100,,24.5,51.11
"RUSCH, Quirin",,SUI,,,2003,long,,,freestyle,100,,24.58,51.19
"POPOVICI, David",,ROU,,,2004,long,,,freestyle,100,,23.39,48.32
"RUSCH, Quirin",,SUI,,,2003,long,,,freestyle,100,,24.05,50.8
"HRIBAR, Jere",,CRO,,,2004,long,,,freestyle,100,,24.18,50.83
"MILADINOV, Josif",,BUL,,,2003,long,,,freestyle,100,,23.97,50.9
